obsid,leadid,ccode,idacr,leader,startdate,enddate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpedia.uri,num.entry,num.exit,num.exitcode,num.posttenurefate,fties,ftcur
JPN-1945-2,82469f3a-1e42-11e4-b4cd-db5882bf8def,740,JPN,Douglas MacArthur,1945-09-02,1951-04-11,Foreign Imposition,Regular,Regular,0,OK,M,1880,1964,1880-01-26,1964-04-05,NA,2,1,0,0,NA,NA
IND-1947,82476297-1e42-11e4-b4cd-db5882bf8def,750,IND,Nehru,1947-08-15,1964-05-27,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1889,1964,1889-11-14,1964-05-27,http://dbpedia.org/resource/Jawaharlal_Nehru,0,2,0,-777,"Father of Gandhi, I.%82479367-1e42-11e4-b4cd-db5882bf8def",0
PAK-1951,824825e6-1e42-11e4-b4cd-db5882bf8def,770,PAK,Nazimuddin,1951-10-17,1953-04-17,Regular,Regular,Regular,0,OK,M,1894,1964,1894-07-19,NA,http://dbpedia.org/resource/Khawaja_Nazimuddin,0,1,0,0,NA,NA
THI-1938,824aa0ba-1e42-11e4-b4cd-db5882bf8def,800,THI,Plaek Pibulsongkram,1938-12-26,1944-08-02,Regular,Regular,Regular,0,OK,M,1897,1964,1897-07-14,1964-06-11,http://dbpedia.org/resource/Plaek_Pibulsonggram,0,1,0,0,NA,NA
THI-1947,824aa0ba-1e42-11e4-b4cd-db5882bf8def,800,THI,Plaek Pibulsongkram,1947-11-08,1957-09-16,Regular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1897,1964,1897-07-14,1964-06-11,http://dbpedia.org/resource/Plaek_Pibulsonggram,0,3,6,1,NA,NA
LAO-1960-1,824b94de-1e42-11e4-b4cd-db5882bf8def,812,LAO,Kou Abhay Og Long,1960-01-07,1960-05-31,Irregular,Regular,Regular,0,Missing: No Information Found,M,1892,1964,NA,NA,NA,1,1,0,-666,Father of Kouprasith%824b94e2-1e42-11e4-b4cd-db5882bf8def,0
GUA-1957-1,81e5b896-1e42-11e4-b4cd-db5882bf8def,90,GUA,Gonzalez Lopez,1957-07-20,1957-10-24,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1900,1965,1900-12-12,NA,NA,1,3,6,0,NA,NA
SAL-1945,81e83362-1e42-11e4-b4cd-db5882bf8def,92,SAL,Castaneda Castro,1945-02-28,1948-12-14,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1888,1965,1888-08-06,NA,NA,0,3,6,2,NA,NA
COL-1950,81f4689f-1e42-11e4-b4cd-db5882bf8def,100,COL,Laureanco Gomez,1950-08-07,1951-11-05,Regular,Regular,Regular,0,OK,M,1889,1965,1889-02-20,1965-07-13,NA,0,1,0,0,NA,NA
COL-1953-1,81f4689f-1e42-11e4-b4cd-db5882bf8def,100,COL,Laureanco Gomez,1953-06-13,1953-06-13,Regular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1889,1965,1889-02-20,1965-07-13,NA,0,3,6,1,NA,NA
PAR-1921-1,81ff480f-1e42-11e4-b4cd-db5882bf8def,150,PAR,Paiva,1921-10-31,1921-11-03,Regular,Regular,Regular,0,OK,M,1877,1965,NA,NA,http://dbpedia.org/resource/F%C3%A9lix_Paiva,0,1,0,0,NA,NA
PAR-1937,81ff480f-1e42-11e4-b4cd-db5882bf8def,150,PAR,Paiva,1937-08-16,1939-08-15,Irregular,Regular,Regular,1,OK,M,1877,1965,NA,NA,http://dbpedia.org/resource/F%C3%A9lix_Paiva,1,1,0,0,NA,NA
URU-1964,8205f533-1e42-11e4-b4cd-db5882bf8def,165,URU,Giannattasio,1964-03-02,1965-02-07,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1895,1965,NA,NA,NA,0,2,0,-777,NA,NA
UKG-1940,82071a2d-1e42-11e4-b4cd-db5882bf8def,200,UKG,Churchill,1940-05-10,1945-07-27,Regular,Regular,Regular,0,OK,M,1874,1965,1874-11-30,1965-01-24,http://dbpedia.org/resource/Winston_Churchill,0,1,0,0,NA,NA
UKG-1951,82071a2d-1e42-11e4-b4cd-db5882bf8def,200,UKG,Churchill,1951-10-26,1955-04-05,Regular,Regular,Regular,1,OK,M,1874,1965,1874-11-30,1965-01-24,http://dbpedia.org/resource/Winston_Churchill,0,1,0,0,NA,NA
IRE-1922-3,82080e58-1e42-11e4-b4cd-db5882bf8def,205,IRE,"Cosgrave, W.",1922-09-09,1932-03-09,Regular,Regular,Regular,0,OK,M,1880,1965,1880-06-06,1965-11-16,http://dbpedia.org/resource/W._T._Cosgrave,0,1,0,0,"Father of Cosgrave, L.%82083f2d-1e42-11e4-b4cd-db5882bf8def",0
SWZ-1941,820eec47-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Wetter,1941-01-01,1941-12-31,Regular,Regular,Regular,0,OK,M,1877,1965,1877-08-27,NA,NA,0,1,0,0,NA,NA
SWZ-1944,820eec49-1e42-11e4-b4cd-db5882bf8def,225,SWZ,Stampfli,1944-01-01,1944-12-31,Regular,Regular,Regular,0,OK,M,1884,1965,1884-12-03,NA,NA,0,1,0,0,NA,NA
AUS-1945-2,82165cbb-1e42-11e4-b4cd-db5882bf8def,305,AUS,Figl,1945-11-28,1953-04-02,Regular,Regular,Regular,0,OK,M,1902,1965,1902-10-02,NA,NA,0,1,0,0,NA,NA
ALB-1924-3,821a8f07-1e42-11e4-b4cd-db5882bf8def,339,ALB,Fan S. Noli,1924-06-12,1924-12-24,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Exile,M,1882,1965,NA,NA,http://dbpedia.org/resource/Fan_S._Noli,1,3,4,1,NA,NA
RUM-1947,821fb583-1e42-11e4-b4cd-db5882bf8def,360,RUM,Georghiu-Dej,1947-12-30,1965-03-19,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1901,1965,1901-11-08,1965-03-19,http://dbpedia.org/resource/Gheorghe_Gheorghiu-Dej,1,2,0,-777,NA,NA
NOR-1932-2,822662a6-1e42-11e4-b4cd-db5882bf8def,385,NOR,Hundseid,1932-03-14,1933-02-25,Regular,Regular,Regular,0,OK,M,1883,1965,NA,NA,NA,0,1,0,0,NA,NA
EGY-1936,823e9c48-1e42-11e4-b4cd-db5882bf8def,651,EGY,Farouk,1936-04-28,1952-07-22,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1920,1965,1920-02-11,1965-03-18,http://dbpedia.org/resource/Farouk_of_Egypt,0,3,6,1,NA,NA
ITA-1970,82196a10-1e42-11e4-b4cd-db5882bf8def,325,ITA,Colombo,1970-08-06,1972-01-15,Regular,Regular,Regular,0,OK,M,1920,-777,1920-04-11,NA,http://dbpedia.org/resource/Emilio_Colombo,0,1,0,0,NA,NA
ITA-1972,82196a11-1e42-11e4-b4cd-db5882bf8def,325,ITA,Andreotti,1972-02-18,1973-06-12,Regular,Regular,Regular,0,OK,M,1919,-777,1919-01-15,2013-05-06,http://dbpedia.org/resource/Giulio_Andreotti,0,1,0,0,NA,NA
ISR-1953,8240849c-1e42-11e4-b4cd-db5882bf8def,666,ISR,Sharett,1953-12-08,1955-11-03,Regular,Regular,Regular,0,OK,M,1894,1965,1894-10-15,NA,http://dbpedia.org/resource/Moshe_Sharett,0,1,0,0,NA,NA
KUW-1950,82420b49-1e42-11e4-b4cd-db5882bf8def,690,KUW,Abdullah As-Sabah,1950-01-29,1965-11-24,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1895,1965,NA,1965-11-24,NA,0,2,0,-777,NA,NA
ITA-1976,82196a11-1e42-11e4-b4cd-db5882bf8def,325,ITA,Andreotti,1976-07-30,1979-08-05,Regular,Regular,Regular,1,OK,M,1919,-777,1919-01-15,2013-05-06,http://dbpedia.org/resource/Giulio_Andreotti,0,1,0,0,NA,NA
ITA-1979,82196a12-1e42-11e4-b4cd-db5882bf8def,325,ITA,Cossiga,1979-08-05,1980-10-18,Regular,Regular,Regular,0,OK,M,1928,-777,1928-07-26,NA,http://dbpedia.org/resource/Francesco_Cossiga,0,1,0,0,NA,NA
ITA-1980,82196a13-1e42-11e4-b4cd-db5882bf8def,325,ITA,Forlani,1980-10-18,1981-05-26,Regular,Regular,Regular,0,OK,M,1925,-777,1925-12-08,NA,http://dbpedia.org/resource/Arnaldo_Forlani,0,1,0,0,NA,NA
OMA-1913,82426cf0-1e42-11e4-b4cd-db5882bf8def,698,OMA,Taimur ibn Faysal,1913-10-09,1932-02-10,Regular,Regular,Regular,0,Missing: No Information Found,M,1888,1965,1888-06-04,NA,NA,0,1,0,-666,NA,NA
ROK-1948,8245496d-1e42-11e4-b4cd-db5882bf8def,732,ROK,Rhee,1948-08-15,1960-04-27,Regular,Irregular,"Popular Protest, without Foreign Support",0,Exile,M,1875,1965,1875-04-26,NA,http://dbpedia.org/resource/Syngman_Rhee,0,3,2,1,NA,NA
JPN-1960,8246d018-1e42-11e4-b4cd-db5882bf8def,740,JPN,Ikeda,1960-07-18,1964-10-25,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1899,1965,1899-12-03,NA,http://dbpedia.org/resource/Hayato_Ikeda,0,2.1,0,-777,NA,NA
HAI-1956,81e03074-1e42-11e4-b4cd-db5882bf8def,41,HAI,Pierre-Louis,1956-12-12,1957-02-03,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1900,1966,NA,NA,NA,0,3,6,0,NA,NA
HON-1929,81e6dd8e-1e42-11e4-b4cd-db5882bf8def,91,HON,Mejia Colindres,1929-02-01,1933-02-01,Regular,Regular,Regular,0,Exile,M,1878,1966,NA,NA,NA,0,1,0,1,NA,NA
ITA-1988,82199ae5-1e42-11e4-b4cd-db5882bf8def,325,ITA,Mita,1988-04-13,1989-07-12,Regular,Regular,Regular,0,OK,M,1928,-777,1928-02-02,NA,http://dbpedia.org/resource/Ciriaco_de_Mita,0,1,0,0,NA,NA
ITA-1989,82196a11-1e42-11e4-b4cd-db5882bf8def,325,ITA,Andreotti,1989-07-23,1992-06-28,Regular,Regular,Regular,2,OK,M,1919,-777,1919-01-15,2013-05-06,http://dbpedia.org/resource/Giulio_Andreotti,0,1,0,0,NA,NA
ITA-1992,82199ae6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Amato,1992-06-28,1993-04-29,Regular,Regular,Regular,0,OK,M,1938,-777,1938-05-13,NA,http://dbpedia.org/resource/Giuliano_Amato,0,1,0,0,NA,NA
ITA-1993,82199ae7-1e42-11e4-b4cd-db5882bf8def,325,ITA,Ciampi,1993-04-29,1994-05-11,Regular,Regular,Regular,0,OK,M,1920,-777,1920-12-09,NA,http://dbpedia.org/resource/Carlo_Azeglio_Ciampi,0,1,0,0,NA,NA
ITA-1994,8219cbb6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Berlusconi,1994-05-11,1995-01-17,Regular,Regular,Regular,0,OK,M,1936,-777,1936-09-29,NA,http://dbpedia.org/resource/Silvio_Berlusconi,0,1,0,0,NA,NA
ITA-1995,8219cbb7-1e42-11e4-b4cd-db5882bf8def,325,ITA,Dini,1995-01-17,1996-05-18,Regular,Regular,Regular,0,OK,M,1931,-777,1931-03-01,NA,http://dbpedia.org/resource/Lamberto_Dini,0,1,0,0,NA,NA
ITA-1996,35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Prodi,1996-05-18,1998-10-21,Regular,Regular,Regular,0,OK,M,1939,-777,1939-08-09,NA,http://dbpedia.org/resource/Romano_Prodi,0,1,0,0,NA,NA
ITA-1998,8219cbb9-1e42-11e4-b4cd-db5882bf8def,325,ITA,D'Alema,1998-10-21,2000-04-26,Regular,Regular,Regular,0,OK,M,1949,-777,1949-04-20,NA,NA,0,1,0,0,NA,NA
ITA-2000,82199ae6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Amato,2000-04-26,2001-06-11,Regular,Regular,Regular,1,OK,M,1938,-777,1938-05-13,NA,http://dbpedia.org/resource/Giuliano_Amato,0,1,0,0,NA,NA
ITA-2001,8219cbb6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Berlusconi,2001-06-11,2006-05-17,Regular,Regular,Regular,1,OK,M,1936,-777,1936-09-29,NA,http://dbpedia.org/resource/Silvio_Berlusconi,0,1,0,0,NA,NA
ITA-2006,35aed4f8-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Prodi,2006-05-17,2008-05-08,Regular,Regular,Regular,1,OK,M,1939,-777,1939-08-09,NA,NA,0,1,0,0,NA,NA
ITA-2008,8219cbb6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Berlusconi,2008-05-08,2011-11-16,Regular,Regular,Regular,2,OK,M,1936,-777,1936-09-29,NA,NA,0,1,0,0,NA,NA
ITA-2011,8251e055-1e42-11e4-b4cd-db5882bf8def,325,ITA,Monti,2011-11-16,2013-04-28,Regular,Regular,Regular,0,OK,M,1943,-777,1943-03-19,NA,NA,0,1,0,0,NA,NA
ITA-2013,2b37a458-3481-11e4-8dba-bbcd9ed46413,325,ITA,Letta,2013-04-28,2014-02-22,Regular,Regular,Regular,0,OK,M,1966,-777,1966-08-20,NA,NA,0,1,0,0,NA,NA
ITA-2014,149e63e6-aae0-11e4-b3bc-29f2fa19767e,325,ITA,Renzi,2014-02-22,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1975,-777,1975-01-11,NA,NA,0,-888,-888,-888,NA,NA
SAL-1931-2,81e80290-1e42-11e4-b4cd-db5882bf8def,92,SAL,Hernandez Martinez,1931-12-04,1934-08-29,Regular,Regular,Regular,0,OK,M,1882,1966,1882-10-29,1966-04-11,NA,0,1,0,0,NA,NA
MLT-1971,8219cbbb-1e42-11e4-b4cd-db5882bf8def,338,MLT,Mintoff,1971-06-21,1984-12-22,Regular,Regular,Regular,0,OK,M,1916,-777,1916-08-06,2012-08-12,http://dbpedia.org/resource/Dom_Mintoff,0,1,0,0,NA,NA
MLT-1984,8219cbbc-1e42-11e4-b4cd-db5882bf8def,338,MLT,Bonnici,1984-12-22,1987-05-12,Regular,Regular,Regular,0,OK,M,1933,-777,1933-07-17,NA,NA,0,1,0,0,NA,NA
MLT-1987,8219fc8a-1e42-11e4-b4cd-db5882bf8def,338,MLT,Adami,1987-05-12,1996-10-28,Regular,Regular,Regular,0,OK,M,1934,-777,1934-02-07,NA,http://dbpedia.org/resource/Eddie_Fenech_Adami,0,1,0,0,NA,NA
MLT-1996,8219fc8b-1e42-11e4-b4cd-db5882bf8def,338,MLT,Sant,1996-10-28,1998-09-06,Regular,Regular,Regular,0,OK,M,1948,-777,NA,NA,NA,0,1,0,0,NA,NA
MLT-1998,8219fc8a-1e42-11e4-b4cd-db5882bf8def,338,MLT,Adami,1998-09-06,2004-03-23,Regular,Regular,Regular,1,OK,M,1934,-777,1934-02-07,NA,http://dbpedia.org/resource/Eddie_Fenech_Adami,0,1,0,0,NA,NA
MLT-2004,82521124-1e42-11e4-b4cd-db5882bf8def,338,MLT,Gonzi,2004-03-23,2013-03-11,Regular,Regular,Regular,0,OK,M,1953,-777,1953-07-01,NA,NA,0,1,0,0,NA,NA
MLT-2013,2b3a05ae-3481-11e4-8dba-bbcd9ed46413,338,MLT,Muscat,2013-03-11,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1974,-777,1974-01-22,NA,NA,0,-888,-888,-888,NA,NA
SAL-1935,81e80290-1e42-11e4-b4cd-db5882bf8def,92,SAL,Hernandez Martinez,1935-02-28,1944-05-09,Regular,Irregular,"Popular Protest, without Foreign Support",1,Exile,M,1882,1966,1882-10-29,1966-04-11,NA,0,3,2,1,NA,NA
SAL-1962-1,81e86438-1e42-11e4-b4cd-db5882bf8def,92,SAL,Rodolfo Cordon,1962-01-25,1962-07-01,Regular,Regular,Regular,0,OK,M,1899,1966,NA,NA,NA,0,1,0,0,NA,NA
NIC-1917,81e9278a-1e42-11e4-b4cd-db5882bf8def,93,NIC,Chamorro Vargas,1917-01-01,1920-12-31,Regular,Regular,Regular,0,OK,M,1871,1966,1871-05-11,1966-02-26,NA,0,1,0,0,NA,NA
NIC-1926-1,81e9278a-1e42-11e4-b4cd-db5882bf8def,93,NIC,Chamorro Vargas,1926-01-17,1926-10-30,Irregular,Regular,Regular,1,Exile,M,1871,1966,1871-05-11,1966-02-26,NA,1,1,0,1,NA,NA
NIC-1963,81e9893c-1e42-11e4-b4cd-db5882bf8def,93,NIC,Shick Gutierrez,1963-05-01,1966-08-03,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1909,1966,NA,NA,NA,1,2,0,-777,Relative of Guerrero Gutierrez%81e9ba0c-1e42-11e4-b4cd-db5882bf8def,0
PER-1930-1,81f98f19-1e42-11e4-b4cd-db5882bf8def,135,PER,Ponce Brousset,1930-08-25,1930-08-27,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Missing: No Information Found,M,1874,1966,NA,NA,NA,1,3,6,-666,NA,NA
BRA-1914,81fb4697-1e42-11e4-b4cd-db5882bf8def,140,BRA,Braz Pereira Gomez,1914-11-15,1918-11-15,Regular,Regular,Regular,0,OK,M,1868,1966,1868-02-26,NA,NA,0,1,0,0,NA,NA
BOL-1946-1,81fdc166-1e42-11e4-b4cd-db5882bf8def,145,BOL,Guillen,1946-07-21,1946-08-16,Irregular,Regular,Regular,0,OK,M,1890,1966,NA,NA,http://dbpedia.org/resource/N%C3%A9stor_Guill%C3%A9n,1,1,0,0,NA,NA
PAR-1948-2,81ff78e6-1e42-11e4-b4cd-db5882bf8def,150,PAR,Natalicio,1948-08-15,1949-01-30,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1897,1966,1897-09-08,NA,http://dbpedia.org/resource/Juan_Natalicio_Gonz%C3%A1lez,0,3,6,1,NA,NA
CHL-1946-4,82016135-1e42-11e4-b4cd-db5882bf8def,155,CHL,Iribarren,1946-10-17,1946-11-03,Regular,Regular,Regular,0,OK,M,1885,1966,1885-05-07,NA,NA,0,1,0,0,NA,NA
FRN-1940-1,820cd323-1e42-11e4-b4cd-db5882bf8def,220,FRN,Reynaud,1940-03-21,1940-06-11,Regular,Regular,Regular,0,Imprisonment,M,1878,1966,NA,NA,http://dbpedia.org/resource/Paul_Reynaud,0,1,0,2,NA,NA
GRC-1922-2,821cd90b-1e42-11e4-b4cd-db5882bf8def,350,GRC,Gonatas,1922-11-27,1924-01-24,Irregular,Regular,Regular,0,OK,M,1876,1966,NA,NA,NA,1,1,0,0,NA,NA
NOR-1932-1,822662a5-1e42-11e4-b4cd-db5882bf8def,385,NOR,Braadland,1932-02-01,1932-03-14,Regular,Regular,Regular,0,OK,M,1879,1966,NA,NA,NA,0,1,0,0,NA,NA
ICE-1950,82284af7-1e42-11e4-b4cd-db5882bf8def,395,ICE,Steinthorsson,1950-03-14,1953-09-13,Regular,Regular,Regular,0,OK,M,1893,1966,1893-02-12,NA,http://dbpedia.org/resource/Steingr%C3%ADmur_Stein%C3%BE%C3%B3rsson,0,1,0,0,NA,NA
NIG-1960,82304dea-1e42-11e4-b4cd-db5882bf8def,475,NIG,Balewa,1960-10-01,1966-01-15,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1912,1966,NA,1966-01-15,http://dbpedia.org/resource/Abubakar_Tafawa_Balewa,0,3,6,3,NA,NA
NIG-1966-1,82307eba-1e42-11e4-b4cd-db5882bf8def,475,NIG,Ironsi,1966-01-15,1966-07-29,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1924,1966,1924-03-03,NA,NA,1,3,6,3,NA,NA
SAF-1958-2,82348033-1e42-11e4-b4cd-db5882bf8def,560,SAF,Verwoerd,1958-09-03,1966-09-06,Regular,Irregular,Assassination by Unsupported Individual,0,Death,M,1901,1966,1901-09-08,1966-09-06,NA,0,3,11,3,NA,NA
TUR-1960,823d467d-1e42-11e4-b4cd-db5882bf8def,640,TUR,Gursel,1960-05-27,1961-11-10,Irregular,Regular,Regular,0,OK,M,1895,1966,NA,NA,http://dbpedia.org/resource/Cemal_G%C3%BCrsel,1,1,0,0,NA,NA
ALB-1985,821a8f09-1e42-11e4-b4cd-db5882bf8def,339,ALB,Alia,1985-04-13,1992-04-03,Regular,Regular,Regular,0,Imprisonment,M,1925,-777,1925-10-18,NA,http://dbpedia.org/resource/Ramiz_Alia,0,1,0,2,NA,NA
ALB-1992,35b38fe8-3bbd-11e5-afeb-eb6f07f9fec7,339,ALB,Berisha,1992-04-09,1997-07-24,Regular,Regular,Regular,0,OK,M,1944,-777,1944-10-15,NA,http://dbpedia.org/resource/Sali_Berisha,0,1,0,0,NA,NA
ALB-1997,821abfda-1e42-11e4-b4cd-db5882bf8def,339,ALB,Fatos Nano,1997-07-24,1998-10-02,Regular,Regular,Regular,0,OK,M,1952,-777,1952-09-16,NA,http://dbpedia.org/resource/Fatos_Nano,0,1,0,0,NA,NA
ALB-1998,821abfdb-1e42-11e4-b4cd-db5882bf8def,339,ALB,Majko,1998-10-02,1999-10-29,Regular,Regular,Regular,0,OK,M,1967,-777,1967-11-15,NA,http://dbpedia.org/resource/Pandeli_Majko,0,1,0,0,NA,NA
ALB-1999,821abfdc-1e42-11e4-b4cd-db5882bf8def,339,ALB,Meta,1999-10-29,2002-02-22,Regular,Regular,Regular,0,OK,M,1969,-777,NA,NA,NA,0,1,0,0,NA,NA
ALB-2002-1,821abfdb-1e42-11e4-b4cd-db5882bf8def,339,ALB,Majko,2002-02-22,2002-07-31,Regular,Regular,Regular,1,OK,M,1967,-777,1967-11-15,NA,http://dbpedia.org/resource/Pandeli_Majko,0,1,0,0,NA,NA
ALB-2002-2,821abfda-1e42-11e4-b4cd-db5882bf8def,339,ALB,Fatos Nano,2002-07-31,2005-09-11,Regular,Regular,Regular,2,OK,M,1952,-777,1952-09-16,NA,http://dbpedia.org/resource/Fatos_Nano,0,1,0,0,NA,NA
ALB-2005,35b38fe8-3bbd-11e5-afeb-eb6f07f9fec7,339,ALB,Berisha,2005-09-11,2013-09-15,Regular,Regular,Regular,1,OK,M,1944,-777,1944-10-15,NA,NA,0,1,0,0,NA,NA
ALB-2013,149e63e7-aae0-11e4-b3bc-29f2fa19767e,339,ALB,Rama,2013-09-15,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1964,-777,1964-07-04,NA,NA,0,-888,-888,-888,NA,NA
IRQ-1963,823dd8fd-1e42-11e4-b4cd-db5882bf8def,645,IRQ,Salem Aref,1963-02-08,1966-04-13,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1921,1966,1921-03-21,1966-04-13,http://dbpedia.org/resource/Abdul_Salam_Arif,1,2,0,-777,Brother of Rahmen Aref%823e09cc-1e42-11e4-b4cd-db5882bf8def,0
ROK-1960-2,8245496f-1e42-11e4-b4cd-db5882bf8def,732,ROK,Myun Chang,1960-08-12,1961-05-16,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1899,1966,1899-08-28,NA,NA,0,3,6,2,NA,NA
IND-1964-2,82479366-1e42-11e4-b4cd-db5882bf8def,750,IND,Shastri,1964-06-09,1966-01-11,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1904,1966,1904-10-02,NA,http://dbpedia.org/resource/Lal_Bahadur_Shastri,0,2,0,-777,NA,NA
HAI-1957-2,81e03076-1e42-11e4-b4cd-db5882bf8def,41,HAI,Cantave,1957-04-02,1957-04-06,Irregular,Regular,Regular,0,OK,M,1910,1967,NA,NA,NA,1,1,0,0,NA,NA
HAI-1957-4,81e03076-1e42-11e4-b4cd-db5882bf8def,41,HAI,Cantave,1957-05-20,1957-05-26,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1910,1967,1910-07-04,NA,NA,1,3,6,1,NA,NA
SER-2006,821be4de-1e42-11e4-b4cd-db5882bf8def,340,SER,Kostunica,2006-06-04,2008-07-07,Regular,Regular,Regular,1,OK,M,1944,-777,1944-03-24,NA,http://dbpedia.org/resource/Vojislav_Ko%C5%A1tunica,0,1,0,0,NA,NA
SER-2008,82521128-1e42-11e4-b4cd-db5882bf8def,340,SER,Cvetkovic,2008-07-07,2012-07-27,Regular,Regular,Regular,0,OK,M,1950,-777,NA,NA,NA,0,1,0,0,NA,NA
SER-2012,2b3a05af-3481-11e4-8dba-bbcd9ed46413,340,SER,Dacic,2012-07-27,2014-04-27,Regular,Regular,Regular,0,OK,M,1966,-777,1966-01-01,NA,NA,0,1,0,0,NA,NA
SER-2014,149e63e8-aae0-11e4-b3bc-29f2fa19767e,340,SER,Vucic,2014-04-27,2015-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1970,-777,1970-03-05,NA,NA,0,-888,-888,-888,NA,NA
JAM-1967-1,81e30cea-1e42-11e4-b4cd-db5882bf8def,51,JAM,Sangster,1967-02-22,1967-04-11,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1911,1967,1911-10-26,NA,http://dbpedia.org/resource/Donald_Sangster,0,2,0,-777,NA,NA
MEX-1932,81e431ea-1e42-11e4-b4cd-db5882bf8def,70,MEX,Rodriguez,1932-09-04,1934-12-01,Regular,Regular,Regular,0,OK,M,1889,1967,1889-05-12,NA,http://dbpedia.org/resource/Abelardo_L._Rodr%C3%ADguez,0,1,0,0,NA,NA
MAC-1992,821af0bc-1e42-11e4-b4cd-db5882bf8def,343,MAC,Crvenkovski,1992-08-17,1998-11-30,Regular,Regular,Regular,0,OK,M,1962,-777,NA,NA,NA,0,1,0,0,NA,NA
MAC-1998,821b218c-1e42-11e4-b4cd-db5882bf8def,343,MAC,Georgievski,1998-11-30,2002-11-01,Regular,Regular,Regular,0,OK,M,1966,-777,NA,NA,NA,0,1,0,0,NA,NA
SAL-1931-1,81e8028f-1e42-11e4-b4cd-db5882bf8def,92,SAL,"Arajuo, A.",1931-03-01,1931-12-02,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1878,1967,NA,NA,NA,0,3,6,1,NA,NA
MAC-2004-1,821b218d-1e42-11e4-b4cd-db5882bf8def,343,MAC,Radmila Sekerinska,2004-05-12,2004-06-02,Regular,Regular,Regular,0,OK,M,1972,-777,1972-07-10,NA,NA,0,1,0,0,NA,NA
MAC-2004-2,821b218e-1e42-11e4-b4cd-db5882bf8def,343,MAC,Hari Kostov,2004-06-02,2004-11-18,Regular,Regular,Regular,0,OK,M,1959,-777,NA,NA,NA,0,1,0,0,NA,NA
MAC-2004-3,821b218d-1e42-11e4-b4cd-db5882bf8def,343,MAC,Radmila Sekerinska,2004-11-18,2004-12-17,Regular,Regular,Regular,1,OK,M,1972,-777,1972-07-10,NA,NA,0,1,0,0,NA,NA
MAC-2004-4,821b218f-1e42-11e4-b4cd-db5882bf8def,343,MAC,Vlado Buckovski,2004-12-17,2006-08-27,Regular,Regular,Regular,0,OK,M,1962,-777,1962-12-02,NA,http://dbpedia.org/resource/Vlado_Bu%C4%8Dkovski,0,1,0,0,NA,NA
MAC-2006,82521126-1e42-11e4-b4cd-db5882bf8def,343,MAC,Gruevski,2006-08-27,2014-12-31,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1970,-777,1970-08-31,NA,NA,0,-888,-888,-888,NA,NA
NIC-1910-2,81e92788-1e42-11e4-b4cd-db5882bf8def,93,NIC,J. J. Estrada,1910-08-29,1911-05-09,Irregular,Irregular,Unknown,0,Exile,M,1871,1967,NA,NA,NA,1,3,-999,1,NA,NA
NIC-1956,81e9893b-1e42-11e4-b4cd-db5882bf8def,93,NIC,Luis Somoza Debayle,1956-09-29,1963-05-01,Regular,Regular,Regular,0,OK,M,1922,1967,1922-11-18,NA,NA,0,1,0,0,NA,NA
